latitude,longitude,PerceivedTemperature
43.72578116829901, 12.636963843649482,18
43.7262567, 12.636563300000034,16
43.72316567883179, 12.635905264939993,1000
43.7262567, 12.636563300000034,40
43.7262760829927, 12.636815427647434,12
